epoch,accuracy,f1-score,iou_score,loss,lr,precision,recall,val_accuracy,val_f1-score,val_iou_score,val_loss,val_precision,val_recall
42,0.9647144079208374,0.5573828220367432,0.4938106834888458,0.545558512210846,1e-05,0.9764410257339478,0.8445160984992981,0.9620250463485718,0.5317312479019165,0.4487554430961609,0.5690048336982727,0.9749316573143005,0.8549586534500122
43,0.9677683711051941,0.5663992166519165,0.5042001008987427,0.5320512056350708,1e-05,0.9785078167915344,0.8716838359832764,0.9617788195610046,0.5325652360916138,0.452949196100235,0.562174916267395,0.9721337556838989,0.876937985420227
44,0.9695703387260437,0.5692365169525146,0.5093375444412231,0.5245227217674255,1e-05,0.9789765477180481,0.9102349877357483,0.9637952446937561,0.5327309370040894,0.45391687750816345,0.5580588579177856,0.9736706614494324,0.911421000957489
45,0.9704973697662354,0.5685213804244995,0.5107252597808838,0.5203604102134705,1e-05,0.9790541529655457,0.9362586140632629,0.9639813303947449,0.5335499048233032,0.4529300332069397,0.5499802231788635,0.9726461172103882,0.9334914088249207
46,0.971160888671875,0.5690949559211731,0.5134477019309998,0.5139480233192444,1e-05,0.9786877632141113,0.9493647813796997,0.9660070538520813,0.5351366400718689,0.45941513776779175,0.545082151889801,0.9744725823402405,0.9444379210472107
47,0.9729235172271729,0.5761078000068665,0.5205914378166199,0.5031635165214539,1e-05,0.9796326160430908,0.9567076563835144,0.9674103856086731,0.5383597016334534,0.4630883038043976,0.537934422492981,0.9753202795982361,0.9512683749198914
48,0.9737716317176819,0.5768739581108093,0.5219734311103821,0.4977281987667084,1e-05,0.9798471927642822,0.9611579179763794,0.9681963324546814,0.5402754545211792,0.464251309633255,0.5311169624328613,0.9751905202865601,0.95584636926651
49,0.9737889766693115,0.5744330286979675,0.5206437706947327,0.4950924813747406,1e-05,0.9793149828910828,0.9637503027915955,0.9692255854606628,0.5433666706085205,0.466919869184494,0.5231693983078003,0.9753726720809937,0.9592822790145874
50,0.9746513366699219,0.5784337520599365,0.5245482921600342,0.4877646565437317,1e-05,0.9796199202537537,0.9662572145462036,0.9696685671806335,0.5454099774360657,0.4696066975593567,0.5188414454460144,0.9756790399551392,0.9613763093948364
51,0.9751976132392883,0.5795637369155884,0.5262954831123352,0.4827151596546173,1e-05,0.9797506928443909,0.9681278467178345,0.9695026278495789,0.5390969514846802,0.4637221097946167,0.5200521945953369,0.9747803211212158,0.9623591899871826
52,0.974663257598877,0.577738344669342,0.5252989530563354,0.4809595048427582,1e-05,0.9789013862609863,0.9686752557754517,0.9701896905899048,0.5464324355125427,0.47178637981414795,0.5093191266059875,0.9750633835792542,0.9641217589378357
53,0.9744119048118591,0.5731277465820312,0.5220735669136047,0.4819392263889313,1e-05,0.9782885909080505,0.9693138003349304,0.969502329826355,0.5400059819221497,0.46373894810676575,0.5119802355766296,0.9741331338882446,0.9642763733863831
54,0.9737581610679626,0.5711742043495178,0.5207096934318542,0.4806700348854065,1e-05,0.977433979511261,0.9693843126296997,0.9701817631721497,0.5463109612464905,0.4702621102333069,0.5024212002754211,0.9745569229125977,0.9656891822814941
55,0.9767715334892273,0.585317850112915,0.5334197282791138,0.4642673432826996,1e-05,0.9801855683326721,0.9728496670722961,0.9707724452018738,0.5474932789802551,0.4724385142326355,0.4987468719482422,0.9747641682624817,0.9668526649475098
56,0.9750583171844482,0.5752735137939453,0.5252397060394287,0.4710731506347656,1e-05,0.9782308340072632,0.9715641736984253,0.9703547358512878,0.5400880575180054,0.46450966596603394,0.5052664279937744,0.9744018912315369,0.9667226672172546
57,0.9765099883079529,0.5836091041564941,0.5326483845710754,0.461008757352829,1e-05,0.9794881343841553,0.9733668565750122,0.9697317481040955,0.5447989702224731,0.4712493419647217,0.49739018082618713,0.973211407661438,0.9664870500564575
58,0.975690484046936,0.5790969729423523,0.5294171571731567,0.4628954529762268,1e-05,0.9785220623016357,0.9728033542633057,0.970709502696991,0.542140007019043,0.46842309832572937,0.4983366131782532,0.9742023944854736,0.9676845669746399
59,0.9773359298706055,0.5877261161804199,0.537080705165863,0.4524720013141632,1e-05,0.9800011515617371,0.9746618270874023,0.9706881642341614,0.544564962387085,0.4696841239929199,0.49256631731987,0.9739682078361511,0.9678432941436768
60,0.976193904876709,0.5803200006484985,0.5313311815261841,0.45732635259628296,1e-05,0.978731095790863,0.9737458229064941,0.9707295894622803,0.5467891693115234,0.47316211462020874,0.48918387293815613,0.9738693237304688,0.9680412411689758
61,0.9757910966873169,0.5780383944511414,0.5296546816825867,0.45750707387924194,1e-05,0.9782115817070007,0.9735134840011597,0.970984935760498,0.546420156955719,0.47261834144592285,0.48741158843040466,0.9740720987319946,0.9684433937072754
62,0.9763661026954651,0.5838858485221863,0.5349640250205994,0.4503058195114136,1e-05,0.9787020683288574,0.9742226004600525,0.9700348973274231,0.5413972735404968,0.4684973955154419,0.4902651906013489,0.9728792905807495,0.967669665813446
63,0.9769832491874695,0.5842103958129883,0.5355393886566162,0.4482637345790863,1e-05,0.9792173504829407,0.9749302268028259,0.9717703461647034,0.5473529696464539,0.4733739495277405,0.48272091150283813,0.9744600653648376,0.9695281386375427
64,0.9772201180458069,0.584994375705719,0.5367741584777832,0.4462842047214508,1e-05,0.979306161403656,0.9753367304801941,0.971251368522644,0.5460308790206909,0.47089239954948425,0.4831981956958771,0.9739741086959839,0.9690219759941101
65,0.9766682386398315,0.5826341509819031,0.5349414944648743,0.4467952251434326,1e-05,0.9787043929100037,0.974872350692749,0.9715127348899841,0.5480198860168457,0.47465527057647705,0.4796627163887024,0.9740697145462036,0.9694759845733643
66,0.9776506423950195,0.5888399481773376,0.5408279895782471,0.439386785030365,1e-05,0.979606568813324,0.9759219288825989,0.9706130623817444,0.5430759191513062,0.46959376335144043,0.48329439759254456,0.9731337428092957,0.9686719179153442
67,0.9759430289268494,0.5803912878036499,0.5333762168884277,0.44644811749458313,1e-05,0.9778600335121155,0.9743430614471436,0.9712597727775574,0.5472177863121033,0.47343605756759644,0.47765910625457764,0.9737564921379089,0.9693480730056763
68,0.9771376848220825,0.5837443470954895,0.5367152094841003,0.44165220856666565,1e-05,0.9789995551109314,0.9755639433860779,0.9709857106208801,0.54400235414505,0.47054702043533325,0.4800255596637726,0.9734565615653992,0.9691111445426941
69,0.9759151935577393,0.5780962705612183,0.5317819118499756,0.4462142288684845,1e-05,0.9777406454086304,0.9743988513946533,0.9717525243759155,0.550035834312439,0.47598159313201904,0.4722329378128052,0.9740071296691895,0.9700217247009277
70,0.9782774448394775,0.5900281071662903,0.5427426695823669,0.43319031596183777,1e-05,0.9800536036491394,0.9767807722091675,0.9715356230735779,0.54703289270401,0.47333624958992004,0.47434166073799133,0.9737502932548523,0.9698749780654907
71,0.9772675633430481,0.585209310054779,0.5390915870666504,0.4365425407886505,1e-05,0.9790172576904297,0.9758627414703369,0.9719501733779907,0.5471221208572388,0.4724850356578827,0.4734479784965515,0.9742314219474792,0.9702943563461304
72,0.9770936965942383,0.5821056962013245,0.536241352558136,0.43872949481010437,1e-05,0.9788290858268738,0.9757162928581238,0.9714992642402649,0.5489471554756165,0.4754551947116852,0.47091659903526306,0.9737323522567749,0.9698312878608704
73,0.977206826210022,0.5821335911750793,0.5368528366088867,0.43724846839904785,1e-05,0.978929877281189,0.9758720993995667,0.9712319374084473,0.5450199246406555,0.4706445634365082,0.4732126295566559,0.9734630584716797,0.9696478247642517
74,0.9782277345657349,0.588045060634613,0.5416412353515625,0.4303477704524994,1e-05,0.9799617528915405,0.9769063591957092,0.9719435572624207,0.5511749386787415,0.4774712920188904,0.4661150574684143,0.9741201996803284,0.9703587889671326
75,0.977837860584259,0.5864989161491394,0.5411375164985657,0.43071889877319336,1e-05,0.9795475006103516,0.9765645861625671,0.9717974662780762,0.5466631054878235,0.4730793833732605,0.46974384784698486,0.97401362657547,0.9702863097190857
76,0.9781602025032043,0.5865415334701538,0.5412771105766296,0.4295867085456848,1e-05,0.9798818230628967,0.9768972992897034,0.9725212454795837,0.5508682131767273,0.4773249626159668,0.4644336998462677,0.9746116399765015,0.9710891842842102
77,0.9754424095153809,0.5753337144851685,0.5314955711364746,0.4395737051963806,1e-05,0.9772712588310242,0.9741897583007812,0.9716728329658508,0.5464900732040405,0.4718954861164093,0.4671199321746826,0.9737914800643921,0.9702043533325195
78,0.9776330590248108,0.5837296843528748,0.5394482612609863,0.43104857206344604,1e-05,0.9794635772705078,0.9763971567153931,0.9717698693275452,0.5484123229980469,0.47517454624176025,0.4650896489620209,0.9739500284194946,0.9702715277671814
79,0.9782331585884094,0.5881703495979309,0.5438055396080017,0.42431411147117615,1e-05,0.9801838994026184,0.9769988059997559,0.9721861481666565,0.549575686454773,0.4771918058395386,0.4622381627559662,0.9742136597633362,0.9708220362663269
80,0.9780462384223938,0.5875539779663086,0.5429836511611938,0.42345350980758667,1e-05,0.980073094367981,0.976803183555603,0.9716943502426147,0.5436527132987976,0.4694475531578064,0.46705588698387146,0.9739252924919128,0.9702157378196716
81,0.9777312874794006,0.5873833298683167,0.5425589084625244,0.42195120453834534,1e-05,0.9799275994300842,0.9764851331710815,0.9720693230628967,0.5497689247131348,0.4757417142391205,0.45994240045547485,0.9743596315383911,0.9705719351768494
82,0.9790597558021545,0.593690812587738,0.5486621260643005,0.41339582204818726,1e-05,0.9813494086265564,0.9777423739433289,0.9707741737365723,0.5420441627502441,0.4693669378757477,0.4652099311351776,0.9735632538795471,0.9690827131271362
83,0.980064332485199,0.5996995568275452,0.5544003248214722,0.4052046239376068,1e-05,0.9825084805488586,0.978667676448822,0.971255362033844,0.5455997586250305,0.47161364555358887,0.4596145749092102,0.9738685488700867,0.969645082950592
84,0.9774263501167297,0.5856778621673584,0.5419982671737671,0.4165564477443695,1e-05,0.9801490306854248,0.9759080410003662,0.9714115858078003,0.5475360155105591,0.47519922256469727,0.455605149269104,0.974218487739563,0.969805896282196
85,0.97747802734375,0.5851806402206421,0.5411837100982666,0.41350117325782776,1e-05,0.9804327487945557,0.975751519203186,0.9722920656204224,0.5458933711051941,0.4711536765098572,0.4547635614871979,0.9753010272979736,0.970456600189209
86,0.9769354462623596,0.5825172662734985,0.5390996932983398,0.41186705231666565,1e-05,0.9800400733947754,0.9750609397888184,0.9694309830665588,0.5358092188835144,0.46238547563552856,0.4610588252544403,0.9736276268959045,0.9670403003692627
87,0.9791969656944275,0.5941761136054993,0.5493528246879578,0.3949175179004669,1e-05,0.9823569059371948,0.9771333336830139,0.971498966217041,0.546795129776001,0.4733397960662842,0.4465085566043854,0.975054144859314,0.969488263130188
88,0.9785077571868896,0.5922070145606995,0.5474823117256165,0.39181768894195557,1e-05,0.9818922281265259,0.9762288331985474,0.9715412855148315,0.5494150519371033,0.47557783126831055,0.44145554304122925,0.9753488302230835,0.969135046005249
89,0.9793943762779236,0.6047226786613464,0.5567963123321533,0.378080278635025,1e-05,0.9827438592910767,0.9770900011062622,0.9722741842269897,0.5518004894256592,0.47626087069511414,0.4379666745662689,0.9750709533691406,0.9703977704048157
90,0.9790844917297363,0.6254009008407593,0.5663902163505554,0.3721652626991272,1e-05,0.982220470905304,0.9767958521842957,0.9725536108016968,0.5709488987922668,0.4885488748550415,0.4271211326122284,0.9756765961647034,0.9705212116241455
91,0.9781512022018433,0.6747456192970276,0.5955075621604919,0.3672861158847809,1e-05,0.9807410836219788,0.9763465523719788,0.9717912673950195,0.5942280292510986,0.4996136426925659,0.42876169085502625,0.9746527671813965,0.9701778888702393
92,0.9765963554382324,0.6888786554336548,0.603604793548584,0.36641913652420044,1e-05,0.9787421822547913,0.9751397967338562,0.9723976850509644,0.6106573939323425,0.5118312239646912,0.4173654615879059,0.974695086479187,0.971028208732605
93,0.977256178855896,0.7139967083930969,0.6240749955177307,0.3469977378845215,1e-05,0.9790883660316467,0.9760153293609619,0.9722297787666321,0.6175158619880676,0.5175953507423401,0.41342130303382874,0.9741986393928528,0.9710546135902405
94,0.9776309132575989,0.7316718697547913,0.637708306312561,0.3348083794116974,1e-05,0.9792279601097107,0.9765602350234985,0.9723551273345947,0.6284036040306091,0.523689329624176,0.4053926169872284,0.9745068550109863,0.9710917472839355
95,0.9778889417648315,0.7461824417114258,0.6502503156661987,0.31996771693229675,1e-05,0.9792867302894592,0.9769571423530579,0.9720494747161865,0.6456814408302307,0.536591649055481,0.39221739768981934,0.9741051197052002,0.970811665058136
96,0.9781193733215332,0.7506994605064392,0.6551510095596313,0.31240200996398926,1e-05,0.9793570041656494,0.9773020148277283,0.9725555777549744,0.6386898756027222,0.533297598361969,0.3941546082496643,0.9742448329925537,0.971513032913208
97,0.9782453179359436,0.765331506729126,0.6670567393302917,0.2964046001434326,1e-05,0.9793932437896729,0.9775034785270691,0.9717356562614441,0.6286697387695312,0.5239505767822266,0.40038082003593445,0.9733461737632751,0.9707973599433899
98,0.9798431396484375,0.7750759720802307,0.6758109331130981,0.28296664357185364,1e-05,0.980897843837738,0.9791567921638489,0.9720134139060974,0.6339859366416931,0.5276238322257996,0.3931536078453064,0.9734421372413635,0.9711527824401855
99,0.9774107336997986,0.7607451677322388,0.6641180515289307,0.2932165563106537,1e-05,0.9783976674079895,0.9767684936523438,0.9717926383018494,0.6448730230331421,0.5347521901130676,0.3864031434059143,0.9735540151596069,0.9707598090171814
100,0.9769323468208313,0.7595375776290894,0.6635366678237915,0.29155638813972473,1e-05,0.9778786301612854,0.9763309359550476,0.9728808403015137,0.6444047093391418,0.537864089012146,0.3810891807079315,0.9743202328681946,0.9720107913017273
101,0.9781676530838013,0.7730050683021545,0.6757087111473083,0.27565714716911316,1e-05,0.9790354371070862,0.977607786655426,0.9708874225616455,0.6399936079978943,0.5333000421524048,0.3844659924507141,0.9722826480865479,0.9700654149055481
102,0.9796254634857178,0.7886061072349548,0.6907504796981812,0.2587527930736542,1e-05,0.9804583787918091,0.979089617729187,0.9722342491149902,0.6490781903266907,0.5374733209609985,0.37534448504447937,0.9736202955245972,0.9714303612709045
103,0.979120135307312,0.7807357907295227,0.6831201910972595,0.26421791315078735,1e-05,0.9799420237541199,0.978583574295044,0.9718372225761414,0.6458200216293335,0.536765992641449,0.37788012623786926,0.9731352925300598,0.9710620045661926
104,0.9776871800422668,0.7706064581871033,0.6755306720733643,0.2706398665904999,1e-05,0.9784570336341858,0.9771957993507385,0.9727811813354492,0.6471066474914551,0.5385812520980835,0.3741762936115265,0.9740440845489502,0.9720466136932373
105,0.9798073768615723,0.7962926030158997,0.6984789967536926,0.24516178667545319,1e-05,0.9805487990379333,0.97932368516922,0.9725288152694702,0.6496177315711975,0.5389626622200012,0.3722913861274719,0.9737621545791626,0.9718164205551147
106,0.979732871055603,0.7966092228889465,0.6991486549377441,0.24340210855007172,1e-05,0.980441689491272,0.9792721271514893,0.9714361429214478,0.6350162029266357,0.5293776988983154,0.3831319510936737,0.97257399559021,0.970791220664978
107,0.9784191250801086,0.7877114415168762,0.69332355260849,0.25018030405044556,1e-05,0.9791041612625122,0.977981686592102,0.9718712568283081,0.6433073282241821,0.5344223380088806,0.3762081265449524,0.9730708003044128,0.9711799025535583
108,0.9781687259674072,0.7854922413825989,0.6907265782356262,0.25037503242492676,1e-05,0.9788338541984558,0.9777392745018005,0.9730618000030518,0.645978569984436,0.5374824404716492,0.3720339238643646,0.9741707444190979,0.9723955988883972
109,0.9787877202033997,0.7909781336784363,0.6954407095909119,0.24393248558044434,1e-05,0.9794173836708069,0.9783787131309509,0.971886157989502,0.6344768404960632,0.5284468531608582,0.38271164894104004,0.9729518294334412,0.9712858200073242
110,0.979519784450531,0.8021737933158875,0.7061282396316528,0.23247310519218445,1e-05,0.9801443219184875,0.9791241884231567,0.9731071591377258,0.6390251517295837,0.5344955325126648,0.37665194272994995,0.9741609692573547,0.9724830985069275
111,0.979625940322876,0.7990880012512207,0.7037351727485657,0.23443786799907684,1e-05,0.9802238345146179,0.9792426824569702,0.9717229008674622,0.6391535997390747,0.5330181121826172,0.37652701139450073,0.9727473258972168,0.9711416959762573
112,0.97826087474823,0.7930527329444885,0.6998447179794312,0.23798789083957672,1e-05,0.9788481593132019,0.9778847694396973,0.9716188311576843,0.639247715473175,0.5322152972221375,0.37728938460350037,0.9726387858390808,0.9710331559181213
113,0.9811882376670837,0.8181672692298889,0.7216832637786865,0.21277426183223724,1e-05,0.9817514419555664,0.9808292984962463,0.9723941683769226,0.6504361629486084,0.5408848524093628,0.3658294379711151,0.9734044671058655,0.9718313813209534
114,0.979952871799469,0.8082295060157776,0.7138084769248962,0.22204597294330597,1e-05,0.9805071353912354,0.9796019792556763,0.9719045162200928,0.6406399607658386,0.5340873003005981,0.374970406293869,0.9728249907493591,0.9713718891143799
115,0.977638840675354,0.788263201713562,0.697072446346283,0.24075424671173096,1e-05,0.9781817197799683,0.9772987961769104,0.9727396965026855,0.6544224619865417,0.5431057810783386,0.3619117736816406,0.9736867547035217,0.9722058176994324
116,0.9798157811164856,0.809933602809906,0.7162320017814636,0.21851952373981476,1e-05,0.9803434014320374,0.9794778227806091,0.9730896353721619,0.649929940700531,0.5413281917572021,0.36500534415245056,0.9740012884140015,0.9725618362426758
117,0.9790966510772705,0.8035683035850525,0.7115278244018555,0.22391465306282043,1e-05,0.9796130657196045,0.9787721633911133,0.972661018371582,0.6471942663192749,0.5385312438011169,0.36727631092071533,0.9735551476478577,0.9721502661705017
118,0.9800056219100952,0.8093576431274414,0.7163224816322327,0.21733972430229187,1e-05,0.9805141091346741,0.9796791076660156,0.9720505475997925,0.6463906764984131,0.5382784605026245,0.3688289523124695,0.9729305505752563,0.9715580940246582
119,0.9794800877571106,0.804656982421875,0.7125007510185242,0.22187615931034088,1e-05,0.9799774289131165,0.9791688919067383,0.9722580313682556,0.6466794610023499,0.5377102494239807,0.3668041527271271,0.9731407761573792,0.9717694520950317
120,0.9805279970169067,0.8164790272712708,0.7245797514915466,0.20991568267345428,1e-05,0.9810138940811157,0.9802200198173523,0.9725081324577332,0.6427054405212402,0.5359234809875488,0.3699726462364197,0.9733216166496277,0.9720548391342163
121,0.9788941144943237,0.8008188009262085,0.7107986211776733,0.22413967549800873,1e-05,0.9793599247932434,0.9786003828048706,0.9712406396865845,0.6400976777076721,0.5313078165054321,0.37317466735839844,0.9720756411552429,0.970760703086853
